Title,Description,Scrappé - SN Has Paid Placement,Post Url,Post Type,Scrappé - SN Brand,View Count,DA - Key Account,DA - Manuel Collab Brand,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Manuel - Autres marques,Script - Collab Commerciale,Script - Autres marques,Chosen Post
"BOB ? 😳 @Sabrine #bob #humour #drole ","BOB ? 😳 @Sabrine #bob #humour #drole ",false,https://www.tiktok.com/@cilia.ghass/video/7551870495205969174,video,,55100000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"The return of my best student 👹 the process ☠️ the result 🤩 @kab  #lissage #straighthair #waterproof #hairstyle #hair ","The return of my best student 👹 the process ☠️ the result 🤩 @kab 
#lissage #straighthair #waterproof #hairstyle #hair ",false,https://www.tiktok.com/@cilia.ghass/video/7550003096940743958,video,,7500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"I thought her hair was melting under the straightener 😳🔥. The FINO red mask is going viral for a reason  #fino #crashtest #straight #hairstyle #tutorials ","I thought her hair was melting under the straightener 😳🔥. The FINO red mask is going viral for a reason 
#fino #crashtest #straight #hairstyle #tutorials ",false,https://www.tiktok.com/@cilia.ghass/video/7544468773734993174,video,,5000000,cilia.ghass,-,tiktok,,,false,,None,FINO,None,,false
"Fast & sleek school hairstyle 💇🏽‍♀️✨ Good luck to everyone this school year! #hairstyle #tutorial #fast #asmr #backtoschoolhairstyles ","Fast & sleek school hairstyle 💇🏽‍♀️✨ Good luck to everyone this school year! #hairstyle #tutorial #fast #asmr #backtoschoolhairstyles ",false,https://www.tiktok.com/@cilia.ghass/video/7544078944581045526,video,,5300000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Ya rabiii 🤡 She’s hilarious 😭 #backstage #drole #humour #videodrole #hilarious ","Ya rabiii 🤡 She’s hilarious 😭 #backstage #drole #humour #videodrole #hilarious ",false,https://www.tiktok.com/@cilia.ghass/video/7539616497325378838,video,,5700000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"This reminds me of my mom doing my hair when I was little 😭👹  #hairstyle #hair #asmr #straght ","This reminds me of my mom doing my hair when I was little 😭👹 
#hairstyle #hair #asmr #straght ",false,https://www.tiktok.com/@cilia.ghass/video/7537031256597335319,video,,6700000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"She asked me for long hair 😭 ya rabi… does she think I’m out here doing magic tricks? 😳  #longhair #tutorial #tutoriels #extension #cheveux #hair #asmr #hairstyle #fast ","She asked me for long hair 😭 ya rabi… does she think I’m out here doing magic tricks? 😳 
#longhair #tutorial #tutoriels #extension #cheveux #hair #asmr #hairstyle #fast ",false,https://www.tiktok.com/@cilia.ghass/video/7531843472110800150,video,,62000000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"My little queen got her glow-up 👑🫶🏽 Fast & clean like mama taught her #placage #enfant #haircar #daughter #mama #hairstyle #clean #haircleaning ","My little queen got her glow-up 👑🫶🏽 Fast & clean like mama taught her #placage #enfant #haircar #daughter #mama #hairstyle #clean #haircleaning ",false,https://www.tiktok.com/@cilia.ghass/video/7528866312978730262,video,,5500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"That’s how you make real curls 👌🏽 quick and efficient hairstyle just the way we like it 🩷 @SHEGLAM @SHEGLAM.HAIR  #SHEGLAM #SHEGLAMHAIR #SHEGLAM2in1airflow #collaboration ","That’s how you make real curls 👌🏽 quick and efficient hairstyle just the way we like it 🩷
@SHEGLAM @SHEGLAM.HAIR 

#SHEGLAM #SHEGLAMHAIR #SHEGLAM2in1airflow #collaboration ",false,https://www.tiktok.com/@cilia.ghass/video/7528112783561461014,video,,14700000,cilia.ghass,"SHEGLAM ",tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"Quick & snatched pedicure 😁 That’s how it’s done!  #pédicure #fast #asmr #nails #nailart #pedicurekit ","Quick & snatched pedicure 😁 That’s how it’s done!
 #pédicure #fast #asmr #nails #nailart #pedicurekit ",false,https://www.tiktok.com/@cilia.ghass/video/7526258348593925398,video,,6200000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"That’s how you do a hair treatment 🥸👌🏽 Process: 👹 Result: 😳  #botoxcapillaire #soinscheveux #hairstyle #hairtraining #treatment #hair #asmr ","That’s how you do a hair treatment 🥸👌🏽 Process: 👹 Result: 😳 
#botoxcapillaire #soinscheveux #hairstyle #hairtraining #treatment #hair #asmr ",false,https://www.tiktok.com/@cilia.ghass/video/7525892451446344982,video,,8900000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Here’s how to create real loose curls ☺️ a quick and effective hairstyle 😳 , @SHEGLAM.HAIR @SHEGLAM  #SHEGLAM #SHEGLAMHAIR #sheglamhotstreak #sheglamhairinspo #sheglampartner #sheglamitcurl  - Collaboration commerciale - ","Here’s how to create real loose curls ☺️ a quick and effective hairstyle 😳 , @SHEGLAM.HAIR @SHEGLAM 

#SHEGLAM #SHEGLAMHAIR #sheglamhotstreak #sheglamhairinspo #sheglampartner #sheglamitcurl 

- Collaboration commerciale - ",false,https://www.tiktok.com/@cilia.ghass/video/7520685801001274646,video,,3700000,cilia.ghass,"SHEGLAM ",tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"Technologiaaa, made in dar dar 👌🏽  #technologia #humour #videodrole ","Technologiaaa, made in dar dar 👌🏽 
#technologia #humour #videodrole ",false,https://www.tiktok.com/@cilia.ghass/video/7519214414810189078,video,,8700000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"This one is lissage imperméable HBIBI , ya3ni even the storm can’t mess it up 😒 @kab #lissage #impermeable #lissageindien #transformation #straight #tutorial ","This one is lissage imperméable HBIBI , ya3ni even the storm can’t mess it up 😒 @kab #lissage #impermeable #lissageindien #transformation #straight #tutorial ",false,https://www.tiktok.com/@cilia.ghass/video/7518862451639586070,video,,72700000,cilia.ghass,-,tiktok,,,false,,None,INIYA,None,,false
"Transfer-proof? Let’s really test that 😏 @Huda Beauty Combo : Warm Brown - Baby Pink  🛍️ HUDABEAUTY.COM  #hudabeauty #huda #lips #transferproof #crash #produitoffert #fauxfillerjellyoil #lipcontourstain ","Transfer-proof? Let’s really test that 😏 @Huda Beauty

Combo : Warm Brown - Baby Pink 

🛍️ HUDABEAUTY.COM

 #hudabeauty #huda #lips #transferproof #crash #produitoffert #fauxfillerjellyoil #lipcontourstain ",false,https://www.tiktok.com/@cilia.ghass/video/7518457280052956438,video,,4800000,cilia.ghass,-,tiktok,,,false,,None,Huda Beauty,None,,false
"The secret to hiding bad undertones? Blue-black is the ultimate enemy of red tones 😁🙃 #colors #blueblackhair #blackhair #hairstyle #asmr #coloration #fast ","The secret to hiding bad undertones? Blue-black is the ultimate enemy of red tones 😁🙃 #colors #blueblackhair #blackhair #hairstyle #asmr #coloration #fast ",false,https://www.tiktok.com/@cilia.ghass/video/7516268462008847638,video,,4100000,cilia.ghass,-,tiktok,,,false,,None,K18,None,,false
Voici comment on fait vibrer les boucles – audacieuses et sublimes 💫 💁🏽‍♀️ @Luxéol   🛍️ Profitez de -30% sur tout le site avec le code promo CILIA 💖 👉 Toutes les infos sur luxeol.com #curlyhairtutorial #curls #curly #asmr #luxeol  - Collaboration commerciale -,"Voici comment on fait vibrer les boucles – audacieuses et sublimes 💫 💁🏽‍♀️ @Luxéol  

🛍️ Profitez de -30% sur tout le site avec le code promo CILIA 💖
👉 Toutes les infos sur luxeol.com

#curlyhairtutorial #curls #curly #asmr #luxeol 

- Collaboration commerciale -",false,https://www.tiktok.com/@cilia.ghass/video/7514379107287796994,video,,4800000,cilia.ghass,LUXEOL,tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"Backstage chaos, laughter & nail fails 🤡💅  We’re so funny! #humour #backstage #videodrole #asmr #nails #fail #nailfail ","Backstage chaos, laughter & nail fails 🤡💅  We’re so funny! #humour #backstage #videodrole #asmr #nails #fail #nailfail ",false,https://www.tiktok.com/@cilia.ghass/video/7513252678823136534,video,,5200000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Quick and easy hairstyle @Fantazia Concept ☠️ , bring me some Tylenol 😭😳 #asmr #hairstyle #hair #haircute #coiffure #africangirls ","Quick and easy hairstyle @Fantazia Concept ☠️ , bring me some Tylenol 😭😳 #asmr #hairstyle #hair #haircute #coiffure #africangirls ",false,https://www.tiktok.com/@cilia.ghass/video/7511052208302017814,video,,10500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"That’s how we do Waves 🌊 — fast and flawless 😉 @SHEGLAM.HAIR @SHEGLAM #SHEGLAM #SHEGLAMHAIR  #sheglamitcurl  #SHEGLAMBeachBabe  - Collaboration  ","That’s how we do Waves 🌊 — fast and flawless 😉 @SHEGLAM.HAIR @SHEGLAM #SHEGLAM #SHEGLAMHAIR 
#sheglamitcurl 
#SHEGLAMBeachBabe 
- Collaboration  ",false,https://www.tiktok.com/@cilia.ghass/video/7510306940552072470,video,,10800000,cilia.ghass,"SHEGLAM ",tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"POV: She pays you 10€ to do her nails 👹   #nails #asmr #nailart #nailsartvideos #humour #drole_videos ","POV: She pays you 10€ to do her nails 👹  
#nails #asmr #nailart #nailsartvideos #humour #drole_videos ",false,https://www.tiktok.com/@cilia.ghass/video/7508815537674276118,video,,46300000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"It’s all fun and games until the wig flies off #asmr #funy #backstage #hairasmr #kinkyhair #drole #humour ","It’s all fun and games until the wig flies off #asmr #funy #backstage #hairasmr #kinkyhair #drole #humour ",false,https://www.tiktok.com/@cilia.ghass/video/7505844229881613590,video,,5900000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"You really thought I wouldn’t make it? 😒 The process ☠️ The result 🤩 #lissage #asmr #hairasmr #kinkyhair #straight #longhair #lissageindien #fast #tutorial ","You really thought I wouldn’t make it? 😒 The process ☠️ The result 🤩 #lissage #asmr #hairasmr #kinkyhair #straight #longhair #lissageindien #fast #tutorial ",false,https://www.tiktok.com/@cilia.ghass/video/7505489223722470678,video,,56600000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"She asked me to make her hair completely straight for her birthday 😨😳 but she was shocked by how long her hair was 😳 @miraa #hairstyle #straight #curlyhairtutorial #longhair #asmr #cheveuxlisses ","She asked me to make her hair completely straight for her birthday 😨😳 but she was shocked by how long her hair was 😳 @miraa #hairstyle #straight #curlyhairtutorial #longhair #asmr #cheveuxlisses ",false,https://www.tiktok.com/@cilia.ghass/video/7503261888818449666,video,,13900000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"OMG 😳 she turned into the actual response 😨 @ghdfrance #hairstyle #ghd #ghdchronos #longhair #curlyhairtutorial #straight #ASMR #produitoffert ","OMG 😳 she turned into the actual response 😨
@ghdfrance #hairstyle #ghd #ghdchronos #longhair #curlyhairtutorial #straight #ASMR #produitoffert ",false,https://www.tiktok.com/@cilia.ghass/video/7502893851732905238,video,,26000000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Quick and efficient nails, totally free 😱🤷🏽‍♀️ #nails #nail #fast #tutorial #asmr #ongle #gelx #rapide #tutoriel #french ","Quick and efficient nails, totally free 😱🤷🏽‍♀️ #nails #nail #fast #tutorial #asmr #ongle #gelx #rapide #tutoriel #french ",false,https://www.tiktok.com/@cilia.ghass/video/7499950069328760086,video,,9500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"An almost perfect Indian hair straightening to get back to work. 👹 @melia.benfarhat #lissage #blowout #lissageindien #hairstyle #fast #hair #longhair ","An almost perfect Indian hair straightening to get back to work. 👹 @melia.benfarhat #lissage #blowout #lissageindien #hairstyle #fast #hair #longhair ",false,https://www.tiktok.com/@cilia.ghass/video/7498063153360620822,video,,18900000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"She asked for blonde, but my brain decided to ignore that info 🥸 . Process ☠️ — Result 🥰 @Melia #transformation #newcolor #Hairstyle #Fast #effective #hair #colors #ASMR ","She asked for blonde, but my brain decided to ignore that info 🥸 . Process ☠️ — Result 🥰 @Melia #transformation #newcolor #Hairstyle #Fast #effective #hair #colors #ASMR ",false,https://www.tiktok.com/@cilia.ghass/video/7495453740816715030,video,,26600000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"I’m testing the Brazilian routine 😱🇧🇷  #bresil #skala #gloss #hair #hairstyle #routine #straight #hairgloss #bresil🇧🇷 #lisse #hairtransformation ","I’m testing the Brazilian routine 😱🇧🇷 
#bresil #skala #gloss #hair #hairstyle #routine #straight #hairgloss #bresil🇧🇷 #lisse #hairtransformation ",false,https://www.tiktok.com/@cilia.ghass/video/7487691138653064470,video,,4200000,cilia.ghass,-,tiktok,,,false,,None,SKALA,None,,false
"But what is this sorcery? 🇧🇷😱 OMG, my hair is SUPER SHINY ✨ #straight #hair #hairstyle #hairgloss #gloss #skala #bresil🇧🇷 #curlyhairtutorial #hairtransformation ","But what is this sorcery? 🇧🇷😱 OMG, my hair is SUPER SHINY ✨
#straight #hair #hairstyle #hairgloss #gloss #skala #bresil🇧🇷 #curlyhairtutorial #hairtransformation ",false,https://www.tiktok.com/@cilia.ghass/video/7487309908015189270,video,,5300000,cilia.ghass,-,tiktok,,,false,,None,SKALA,None,,false
"I think I put way too much 👹, but the result is incredible 🔥 @miraa #curly #curlyhairtutorial #hairstyle #asmr #crashtest #boucles #hair #hairtransformation ","I think I put way too much 👹, but the result is incredible 🔥 @miraa #curly #curlyhairtutorial #hairstyle #asmr #crashtest #boucles #hair #hairtransformation ",false,https://www.tiktok.com/@cilia.ghass/video/7485079499764223254,video,,7300000,cilia.ghass,-,tiktok,,,false,,None,SKALA,None,,false
"Brazilian Sparkling Curl 🇧🇷 WOW 😱 @miraa #boucles #curly #curlyhairtutorial #tutorial #asmr #hairstyle #hair #curlyhair ","Brazilian Sparkling Curl 🇧🇷 WOW 😱 @miraa #boucles #curly #curlyhairtutorial #tutorial #asmr #hairstyle #hair #curlyhair ",false,https://www.tiktok.com/@cilia.ghass/video/7484710844090125590,video,,5800000,cilia.ghass,-,tiktok,,,false,,None,SKALA,None,,false
"A well-deserved revenge 👹 the process ☠️ the result 🥰 #lissage #hairstyle #lissageindien #hair #asmr #transformation ","A well-deserved revenge 👹 the process ☠️ the result 🥰
#lissage #hairstyle #lissageindien #hair #asmr #transformation ",false,https://www.tiktok.com/@cilia.ghass/video/7482507771741588758,video,,9000000,cilia.ghass,-,tiktok,,,false,,None,INIYA,None,,false
"OMG 😱 she asked me to do a Brazilian keratin treatment for her 😱 She’s completely crazy, luckily I’m always the one who decides  #lissage #curly #curlyhairtutorial #boucle #hairstyle #hair #transformation #asmr ","OMG 😱 she asked me to do a Brazilian keratin treatment for her 😱 She’s completely crazy, luckily I’m always the one who decides 
#lissage #curly #curlyhairtutorial #boucle #hairstyle #hair #transformation #asmr ",false,https://www.tiktok.com/@cilia.ghass/video/7479888149632634134,video,,4500000,cilia.ghass,-,tiktok,,,false,,None,INIYA,None,,false
"My son asked me for a new haircut 😱 Why did I do that? 🤨 #hairstyle #hair #cut #boys #hairstyle #asmr #myson ","My son asked me for a new haircut 😱 Why did I do that? 🤨
#hairstyle #hair #cut #boys #hairstyle #asmr #myson ",false,https://www.tiktok.com/@cilia.ghass/video/7477291195400457494,video,,22500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Hairstyle, butterfly bow 🎀, spoiler: I survived, and so did the doll 👹 #asmr #thedolls #dolls #hair #hairstyle #fast #asmrhair ","Hairstyle, butterfly bow 🎀, spoiler: I survived, and so did the doll 👹 #asmr #thedolls #dolls #hair #hairstyle #fast #asmrhair ",false,https://www.tiktok.com/@cilia.ghass/video/7474685660947942678,video,,18900000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"I’m testing invisible extensions 👹 I took the first guinea pig I found 😁  #asmr #extention #tutorial #invisible #hair #longhair #fast #quick ","I’m testing invisible extensions 👹 I took the first guinea pig I found 😁 
#asmr #extention #tutorial #invisible #hair #longhair #fast #quick ",false,https://www.tiktok.com/@cilia.ghass/video/7472095438653492502,video,,5600000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Snail bun, quick and efficient 🐌  #asmr #snail #bun #tutorial #rapide #fast #quick #chignon #tutoriel ","Snail bun, quick and efficient 🐌 
#asmr #snail #bun #tutorial #rapide #fast #quick #chignon #tutoriel ",false,https://www.tiktok.com/@cilia.ghass/video/7471719923383880982,video,,16300000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
